id,species_id,method,observation_text,inference_text,trait_category,primary_predicate,compare_tags,is_signature,specificity,source,review_status,created_at
113,25,survey,Four survey plots replicate dependence on remaining fragments of forest.,Retain candidates with the replicated signal: dependence on remaining fragments of forest.,key_fact,research_signal:fragmented_forest,{research_signal:fragmented_forest},f,2,https://nationalzoo.si.edu/animals/tiger,reviewed,2026-07-19 04:20:34.021515+00
114,25,survey,Eight mapped plots resolve dependence on remaining fragments of forest.,Retain candidates with the replicated signal: dependence on remaining fragments of forest.,key_fact,research_signal:fragmented_forest,{research_signal:fragmented_forest},f,3,https://nationalzoo.si.edu/animals/tiger,reviewed,2026-07-19 04:20:34.021515+00
115,25,analyze,A preliminary sample supports a range outside the Sahara.,Retain candidates consistent with the broad signal: a range outside the Sahara.,key_fact,research_signal:non_saharan_range,{research_signal:non_saharan_range},f,1,https://nationalzoo.si.edu/animals/tiger,reviewed,2026-07-19 04:20:34.021515+00
116,25,analyze,Four replicate samples confirm an endangered megafauna profile.,Retain candidates with the replicated signal: an endangered megafauna profile.,key_fact,research_signal:endangered_megafauna_cohort,{research_signal:endangered_megafauna_cohort},f,2,https://nationalzoo.si.edu/animals/tiger,reviewed,2026-07-19 04:20:34.021515+00
117,25,analyze,Eight high-resolution assays resolve an endangered megafauna profile.,Retain candidates with the replicated signal: an endangered megafauna profile.,key_fact,research_signal:endangered_megafauna_cohort,{research_signal:endangered_megafauna_cohort},f,3,https://nationalzoo.si.edu/animals/tiger,reviewed,2026-07-19 04:20:34.021515+00
35,25,analyze,Movement records include a single swim of about eight kilometres.,This exceptional long-distance swim is the case signature.,key_fact,signature:swims_eight_kilometers,{signature:swims_eight_kilometers},t,3,https://animals.sandiegozoo.org/animals/tiger,reviewed,2026-07-11 17:24:21.584256+00
30,25,track,"Fresh spoor passes beneath a wet, closed forest canopy.",Retain candidates associated with rainforest habitat.,habitat,habitat_tag:rainforest,{habitat_tag:rainforest},f,1,https://nationalzoo.si.edu/animals/tiger,legacy,2026-07-11 17:24:21.584256+00
31,25,observe,Camera detections cluster during the hours after dark.,Retain candidates with a nocturnal activity pattern.,behavior,activity_pattern:nocturnal,{activity_pattern:nocturnal},f,2,https://nationalzoo.si.edu/animals/tiger,legacy,2026-07-11 17:24:21.584256+00
32,25,observe,Repeated sightings show one adult moving without companions.,Retain candidates that are normally solitary.,behavior,sociality:solitary,{sociality:solitary},f,3,https://nationalzoo.si.edu/animals/tiger,legacy,2026-07-11 17:24:21.584256+00
33,25,survey,Field signs continue through tall grass and open cover.,Retain candidates associated with grassland habitat.,habitat,habitat_tag:grassland,{habitat_tag:grassland},f,2,https://nc.iucnredlist.org/redlist/amazing-species/panthera-tigris/pdfs/original/panthera-tigris.pdf,legacy,2026-07-11 17:24:21.584256+00
34,25,survey,The strongest sign concentration lies inside humid rainforest.,Retain candidates associated with rainforest habitat.,habitat,habitat_tag:rainforest,{habitat_tag:rainforest},f,1,https://nc.iucnredlist.org/redlist/amazing-species/panthera-tigris/pdfs/original/panthera-tigris.pdf,legacy,2026-07-11 17:24:21.584256+00
118,45,track,Partial field signs indicate body cover without overlapping scales.,Retain candidates consistent with the broad signal: body cover without overlapping scales.,key_fact,research_signal:non_scaled_body_cover,{research_signal:non_scaled_body_cover},f,1,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
119,45,track,Four separated trail segments replicate tree-feeding debris below a used feeding site.,Retain candidates with the replicated signal: tree-feeding debris below a used feeding site.,key_fact,research_signal:tree_feeding_debris,{research_signal:tree_feeding_debris},f,2,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
120,45,track,Eight aligned trace points resolve tree-feeding debris below a used feeding site.,Retain candidates with the replicated signal: tree-feeding debris below a used feeding site.,key_fact,research_signal:tree_feeding_debris,{research_signal:tree_feeding_debris},f,3,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
121,45,observe,A brief sighting indicates a range outside the Sahara.,Retain candidates consistent with the broad signal: a range outside the Sahara.,key_fact,research_signal:non_saharan_range,{research_signal:non_saharan_range},f,1,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
122,45,observe,Four independent sightings replicate foraging above ground in trees.,Retain candidates with the replicated signal: foraging above ground in trees.,key_fact,research_signal:arboreal_foraging,{research_signal:arboreal_foraging},f,2,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
123,45,observe,Eight timed sightings resolve foraging above ground in trees.,Retain candidates with the replicated signal: foraging above ground in trees.,key_fact,research_signal:arboreal_foraging,{research_signal:arboreal_foraging},f,3,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
124,45,listen,A short listening sample supports a diet not specialized on large vertebrate prey.,Retain candidates consistent with the broad signal: a diet not specialized on large vertebrate prey.,key_fact,research_signal:not_large_prey_specialist,{research_signal:not_large_prey_specialist},f,1,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
125,45,listen,Four listening stations replicate contact calls exchanged across a feeding area.,Retain candidates with the replicated signal: contact calls exchanged across a feeding area.,key_fact,research_signal:contact_calls,{research_signal:contact_calls},f,2,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
126,45,listen,Eight calibrated recordings resolve contact calls exchanged across a feeding area.,Retain candidates with the replicated signal: contact calls exchanged across a feeding area.,key_fact,research_signal:contact_calls,{research_signal:contact_calls},f,3,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
127,45,survey,Initial habitat readings support a body larger than mouse-sized.,Retain candidates consistent with the broad signal: a body larger than mouse-sized.,key_fact,research_signal:larger_than_mouse,{research_signal:larger_than_mouse},f,1,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
128,45,survey,Four survey plots replicate dependence on remaining fragments of forest.,Retain candidates with the replicated signal: dependence on remaining fragments of forest.,key_fact,research_signal:fragmented_forest,{research_signal:fragmented_forest},f,2,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
129,45,survey,Eight mapped plots resolve dependence on remaining fragments of forest.,Retain candidates with the replicated signal: dependence on remaining fragments of forest.,key_fact,research_signal:fragmented_forest,{research_signal:fragmented_forest},f,3,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
130,45,analyze,A preliminary sample supports a body mass below one tonne.,Retain candidates consistent with the broad signal: a body mass below one tonne.,key_fact,research_signal:subtonne_body_mass,{research_signal:subtonne_body_mass},f,1,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
131,45,analyze,Four replicate samples confirm sensory adaptations that support nonvisual foraging cues.,Retain candidates with the replicated signal: sensory adaptations that support nonvisual foraging cues.,key_fact,research_signal:nonvisual_foraging,{research_signal:nonvisual_foraging},f,2,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
132,45,analyze,Eight high-resolution assays resolve sensory adaptations that support nonvisual foraging cues.,Retain candidates with the replicated signal: sensory adaptations that support nonvisual foraging cues.,key_fact,research_signal:nonvisual_foraging,{research_signal:nonvisual_foraging},f,3,https://www.mammaldiversity.org/taxon/1004470/,reviewed,2026-07-19 04:20:34.021515+00
42,45,analyze,Measurements document a wingspan reaching about 1.4 metres.,This unusually large measured wingspan is the case signature.,morphology,signature:one_point_four_metre_wingspan,{signature:one_point_four_metre_wingspan},t,3,https://academic.oup.com/mspecies/article/doi/10.1644/792.1/2600527,reviewed,2026-07-11 17:24:21.584256+00
36,45,track,"Roost approaches lead into a wet, closed forest canopy.",Retain candidates associated with rainforest habitat.,habitat,habitat_tag:rainforest,{habitat_tag:rainforest},f,1,https://www.cambridge.org/core/journals/oryx/article/bat-on-the-brink-a-rangewide-survey-of-the-critically-endangered-livingstones-fruit-bat-pteropus-livingstonii/26D69B17FD39154CC0CBE0C3472824D7,legacy,2026-07-11 17:24:21.584256+00
37,45,track,Repeated feeding traces mark a route between canopy food trees.,Retain candidates that forage while moving through habitat.,behavior,foraging_style:forage,{foraging_style:forage},f,3,https://academic.oup.com/mspecies/article/doi/10.1644/792.1/2600527,legacy,2026-07-11 17:24:21.584256+00
38,45,observe,Most movement and resting occur among branches in the upper canopy.,Retain candidates with arboreal locomotion.,behavior,locomotion:arboreal,{locomotion:arboreal},f,3,https://academic.oup.com/mspecies/article/doi/10.1644/792.1/2600527,legacy,2026-07-11 17:24:21.584256+00
39,45,observe,Long-term records show adults can produce young in successive years.,Retain candidates with an iteroparous life history.,reproduction,parity:iteroparous,{parity:iteroparous},f,1,https://academic.oup.com/mspecies/article/doi/10.1644/792.1/2600527,legacy,2026-07-11 17:24:21.584256+00
40,45,survey,Roost surveys place activity high among branches above the ground.,Retain candidates with arboreal locomotion.,behavior,locomotion:arboreal,{locomotion:arboreal},f,3,https://www.cambridge.org/core/journals/oryx/article/bat-on-the-brink-a-rangewide-survey-of-the-critically-endangered-livingstones-fruit-bat-pteropus-livingstonii/26D69B17FD39154CC0CBE0C3472824D7,legacy,2026-07-11 17:24:21.584256+00
41,45,survey,Yearly monitoring records new offspring across successive breeding seasons.,Retain candidates with an iteroparous life history.,reproduction,parity:iteroparous,{parity:iteroparous},f,1,https://academic.oup.com/mspecies/article/doi/10.1644/792.1/2600527,legacy,2026-07-11 17:24:21.584256+00
